Channel Title,Channel Username,ID,Message,Date,Media Path
ABAY MART ዓባይ ገበያ,@abaymart,7324,,2024-09-02 04:39:06+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7323,⚡️🆕⭐🔘🔎👋,2024-09-02 04:39:06+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7322,"💥Aptamil  powder Milk

🔴ከዉልደት እስከ 2 አመት የሚሆን
🔴ለ50 አመታት  ጥናት የተደረገበት
🔴የጡት ወተትን የሚተካ
🔴በፈረንሳይ ካንፓኒ  የሚመረት
🔴ሁሉንም ዋና ቪታሚኖች  እና ሚንራሎች የያዘ
🔴vitamin C,D,B6 እና iron ስለያዘ በሽታ የመቋቋም አቅምን ያዳብራል

📞ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻0913892969 ፒያሳ branch
🔻 0945441010 ፒያሳ branch


⚡️ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-09-02 04:39:06+00:00,photos\@abaymart_7322.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7321,"🫧🌟ይህን ያውቃሉ?
🇪🇹ኢትዮጵያ እና 🇦🇪የተባበሩት አረብ ኢሚሬቶች ""5 ሚሊዮን የኢትዮጵያ ኮድደርስ"" ኢኒሼቲቭ መጀመራቸው ይታወቃል።

🔎ሚኒስትሩ በፕሮግራሙ እንዳሳወቁት “ የጀመርነው 5 ሚሊዮን የኢትዮጵያ ኮዴርስ ኢኒሼቲቭ ትልቅ እድል ነው… ሁሉም ወጣቶች ለፕሮግራሙ እንዲመዘገቡ፣ ሙያ እንዲያዳብሩ እና አለም አቀፍ ሰርተፍኬት እንዲወስዱ ጥሪዬን አቀርባለሁ” ብሏል። 

🔘ይህ ተነሳሽነት በሼክ መሀመድ ቢን ራሺድ አል ማክቱም ምክትል ፕሬዝዳንት እና የዱባይ ገዥ በ 2017 የአለም ኢኮኖሚ ፎረም ላይ በ""አንድ ሚሊዮን የአረብ ኮደሮች"" ፕሮግራም ላይ የቀረበው ሀሳብ ነው።

🔵ሚኒስትሩ አክለውም በትምህርት ቤቶች፣ በቴክኒክና ሙያ ትምህርትና ሥልጠና ተቋማት እና በሌሎች ማዕከላት ሥርዓተ ትምህርት ውስጥ በተለይም ገጠርን ያነጣጠረ ይሆናል። ተማሪዎች በ6-7 ሣምንት ኮርስ ውስጥ ቴክኒካል ፈተናዎችን እንዲያሸንፉ በማገዝ በልዩ የማህበረሰብ መድረክ ላይ ከአማካሪዎች ድጋፍ ያገኛሉ።

😄ስኬታማ ተሳታፊዎች በክህሎት ላይ የተመሰረተ የምስክር ወረቀት ያገኛሉ። ጠቅላይ ሚኒስትር ዐቢይ የዝግጅቱ ሰፊ ተፅእኖን ገልጸው የሰለጠኑ ኮደሮዎች “አዳዲስ የአካባቢ መፍትሄዎችን ይፈጥራሉ” እና “ለአህጉራችን የተስፋ ብርሃን ይሆናሉ” ብለዋል። ይህ በኢትዮጵያ እና በተባበሩት አረብ ኤሚሬቶች መካከል ያለው የጋራ ጥረት የኢትዮጵያ ወጣቶችን አስፈላጊ የሆኑ ዲጂታል ክህሎቶችን ለማስታጠቅ፣አዲስ ፈጠራን ለማሳደግ ይጠቅማል።

✔️አላማው በ2026 ለ5 ሚሊዮን ኢትዮጵያውያን ወጣቶች መሰረታዊ የዲጂታል ማንበብና መጻፍ ስልጠና መስጠት ሲሆን በተለይም ከተሳታፊዎች ቢያንስ 50% የሚሆኑት ወጣት ሴቶች መሆናቸውን ማረጋገጥ ላይ ትኩረት አድርጓል። 

😄ፕሮግራሙ በፕሮግራሚንግ፣ በዳታ ሳይንስ እና በአንድሮይድ ኮትሊን ገንቢ መሰረታዊ ነገሮች ላይ ስልጠና ይሰጣል።
""መልካም ምሽት""",2024-09-01 18:05:06+00:00,photos\@abaymart_7321.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7320,"😮 የኤሌክትሪክ ቤት ማሞቂያ!
💥በማከፋፈያ ዋጋ!
➡️በፍሬና በብዛት አለን ይዘዙን!
⭐️KUMTEL ELECTRIC HEATER
🔴ታዋቂው የቱርክ ካምፓኒ kumtel ስሪት
🔴 በተለያየ ሶስት ፓወር ደረጃ የሚያሞቅ
🔴 የቱርክ ስሪት 
🔴 በትንሽ የኤሊክትሪክ አቅም የሚሰራ
🔴ቦታ የማይዝ
🔴 ተጓዳኝ ጉዳት የሌለው
🔴 ማንጠልጠያና የራሱ ማንቀሳቀሻ ያለው
ዋጋ:❌4300ብር
✅3500ብር

✔️Brand: KUMTEL
✔️Colour: Black
Rollover Safety
➡️1800 W Total Power
➡️220~240 Volt
➡️Adjustable Thermostat
✅3 Quartz Heating Element
✅Rollover Safety
✅Steam
✅ERP Compatible


ይምጡና ይጎብኙን ተደስተው ይመለሳሉ
አድራሻ:
🔴ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
🔴ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
📞 0980323232
📞 0909858687 መገናኛ branch
📞0913892969 ፒያሳ branch
📞0945441010 ፒያሳ branch
⚡️ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
🔤ABAY MART : ቤተሰብ ለመሆን
🔤ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
🔤ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-08-31 16:27:56+00:00,photos\@abaymart_7320.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7319,🔵🧳⚡️🛍🆗,2024-08-31 09:43:25+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7318,"💥NANO TAPE

🔤መታጠቢያ ቤት ፣ መኝታ ቤት እንዲሁም ሌሎች ቦታዎች ላይ በመለጠፍ  የተለያዩ እቃዎችን የሚይዝልን
   🔤1 ሚሊሜትር ውፍረት ያለው
🔤ውሃ የማያበላሸው 
🔤ደግመን ደጋግመን የምንጠቀመው 
🔤የተለጠፈበት ቦታ ላይ ምንም ምንልክት የማይተው 
🔴ግድግዳ ላይ ጠረጴዛ ላይ እንዲሁም ሌሎች ቦታዎች ላይ የሚለጠፍ 
🔴Thickness: 1mm
🔴Width: 30mm, 5mm
🔴Length: 5m/3m
🔴Material: Nano PU Gel
Features: 
1.Strong and high viscosity, 
2.Transparent and non-marking, 
3.Washable and reusable, 
4.Easy to be  removable

ዋጋ:- 3 meter/ 550 ብር ብቻ!✔️

ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
✔️ቁጥር 2:- መገናኛ ከአደባባይ ወደ ደራርቱ ሲሄዱ ሲቲ ሞል 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻0909858687
🔻 0913892969


ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-08-31 09:41:28+00:00,photos\@abaymart_7318.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7316,,2024-08-31 05:00:36+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7315,"➡️ ታላቅ ቅናሽ

ሁሉንም የኤሌክትሮኒክ ፣ኪችን፣የልጆች እና የጤና መጠበቂያ ዕቃዎች ለማግኘት ይህንን በመጫን🔤
ዓባይ ቅናሽ Abay Sale ያገኛሉ።                                                 



📞ደዉለዉ ይዘዙን ያሉበት ድረስ እናመጣለን 
                                                                                      አድራሻ:
✔️ቁጥር 1:- መገናኛ  ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
🔻0909858687
🔻0913892969 መገናኛbranch
🔻0980323232 ፒያሳ branch


⚡️ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
✅ABAY MART : ቤተሰብ ለመሆን
✅ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
✅ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-08-31 05:00:07+00:00,photos\@abaymart_7315.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7314,⚡️🔘😄😄⭐️😥,2024-08-30 14:54:09+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7313,"💥MIRROR STICKER
🔴ተጣጣፊ የሚነሳ መስታውት ስቲከር!
🔴ለቤትዎ ውበት ተመራጭ!
🔴የማይሰበር በፈለጉት ሰዓት ማንሳት የሚችሉት!
🔤Room Type
Hallway
🔤Shape
Round
🔤Product Dimensions
30x40 cm Centimeters
Style
Modern
*The Mirror is Light in weight so, it is easy to Port.
Dimension:30x40 cm 
🔤*Wide application: Ideal inside bedroom, bathroom, living room or on any wall. 

🔤 Beautiful design, the design is eye-catching and you will completely fall in love with this trendy decorative wall mirror.

🔤*Application Surface suitable: Painted/ceramic walls, Even/Glossy Wall, Tiles, Unfrosted Glass, Plastic, Plain wooden surface, Laminates. 

ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻0980323232
🔻 0909858687 መገናኛ branch
🔻 0913892969 ፒያሳ branch
🔻0945441010 ፒያሳ branch

ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-08-30 14:52:23+00:00,photos\@abaymart_7313.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7312,"📞🛍🆗  እንያመልጥዎት!!!
ኑሮዎን ያዘምኑ! INTEX በአየር የሚሞሉ ፍራሽ፣ አልጋ፣ ሶፋና የህፃናት መጫዎቻዎች! በተለያዬ ዲዛይንና መጠን፤ በብዛትም ሆነ በፍሬ ይዘዙን፤ ያሉበት እናደርሳለን !

4.50mx2.20mx84cm(የቤተሰብ መዋኛ ገንዳ ትልቁ)
3mx2mx75cm(የቤተሰብ መዋኛ ገንዳ)
2.62mx1.60mx46cm(የቤተሰብ መዋኛ ገንዳ ትንሹ)
46""Lx46""W(የልጆች ባለ ሽጉጥ መርጫ
ገንዳ)
3.05mx1.83mx56cm(የቤተሰብ ገንዳ)
1.17mx1.17m(የልጆች አነስተኛ ጀልባ)
51cmx51cm(የመዋኛ ገንዳ ኳስ)

🚩🚩🚩🚩 🚩🚩🚩🚩

⚡️አባይ ገበያ፤ ምርጥ ምርጡን ለናንተ!!!

የመረጡትን እቃ ይዘዙ፤ ያሉበት እናደርሳለን!!
ስልክ:
🔻 0980323232 ፒያሳ branch
🔻 0909858687 መገናኛ branch
🔻 0913892969 መገናኛ branch
🔻0945441010 ፒያሳ branch

⭐  ይምጡና ይጎብኙን ተደስተው ይመለሳሉ
አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!
Abay mart:ቤተሰብ ለመሆን
Abay kids:የህፃናት ልብስ ለማግኘት
Abay mart:የፌስቡክ ገፆችን ለማግኘት 
ይህን በመጫን👈ትዕዛዝ አስተያየትና ጥያቄ ያስቀምጡልን!
👀",2024-08-30 09:27:25+00:00,photos\@abaymart_7312.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7311,,2024-08-30 04:46:32+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7310,"💥እንያመልጥዎት!!!
🔴ኑሮዎን ያዘምኑ! INTEX በአየር የሚሞሉ ፍራሽ፣ አልጋ፣ ሶፋና የህፃናት መጫዎቻዎች! በተለያዬ ዲዛይንና መጠን፤ በብዛትም ሆነ በፍሬ ይዘዙን፤ ያሉበት እናደርሳለን 

🔴 lntex የአሜሪካ ብራንድ ሲሆን ስታንዳርዱ የአውሮፓ ነው
🔴- በተለይ ለእንግዳ፣ ለጠባብ ቤት፣ ለጉዞ፣  ለስራ ቦታ፣ ለሆስፒታል ተመራጭ ነው
🔴- የፍራሹ የውስጠኛው ክፍል በሺዎች በሚቆጠሩ የፖሊስተር- ፋይበር ክሮች ውጤት ነው
🔴-የላይኛው ወለል ጥንካሬ፡ ምቾት እና ልስላሴ እንዲኖረው ጥራት ካለው ቬልቬት የተሰራ ሲሆን ጥሩ  እንቅልፍ እና እረፍት እንዲያደርጉ ይረዳዎታል
🔴-ለቤት ውስጥ እና ከቤት ውጭ ከቦታ ቦታ አንቀሳቅሶ ለመጠቀም ምቹ  ነው
🔴- እስከ 272KG መሸከም ይችላል
🔴-ኤሌትሪክ ፓምፕ በቀላሉ መሙላትና ማተንፈስ ይችላሉ።

ያሉት ሳይዞች ዝርዝር (ስፋት x ቁመት x ከፍ)
(99x191x25)cm    👉 6,000 ብር
(137x191x25)cm👉8,000ብር
(107x168x25)cm 👉 8,500 ብር (የልጆች)
(152x203x86)cm👉27,000ብር
(76x191x17)cm👉8,600ብር
(183x203x25)cm👉9,500ብር
(131x203x46)cm👉21,000ብር

አባይ ማርት ኑሮዎን ያዘምኑ ያቅልሉ።

⚡️በተለያዬ ዲዛይንና መጠን፤ በብዛትም ሆነ በፍሬ ይዘዙን፤ 


⚡️አባይ ገበያ፤ ምርጥ ምርጡን ለናንተ!!!",2024-08-30 04:44:43+00:00,photos\@abaymart_7310.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7309,"የማጣሪያ ቅናሽ➡️

🔴 ቅናሽ የተደረገባቸውን እቃዎች ለማግኘት 🔴
ዓባይ ቅናሽ Abay Sale                                                 



📞ደዉለዉ ይዘዙን ያሉበት ድረስ እናመጣለን 
                                                                                      አድራሻ:
✔️ቁጥር 1:- መገናኛ  ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
🔻 0909858687
🔻 0913892969 መገናኛbranch
🔻 0980323232 ፒያሳ branch


ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-08-30 04:33:01+00:00,photos\@abaymart_7309.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7308,💥📞🌟⚡☁🙂,2024-08-29 12:14:14+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7307,"➡️projection humidifier
🔴ለመኪናጨአልያም ለቤት ሚጠቀሙት አነስተኛ ማቀዝቀዣ!

አባይ ገበያ፤ ምርጥ ምርጡን ለናንተ!!!
😮  ይምጡና ይጎብኙን ተደስተው ይመለሳሉ
🔤🔤🔤🔤 🔤🔤🔤🔤

የመረጡትን እቃ ይዘዙ፤ ያሉበት እናደርሳለን!!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
📞0980323232
📞 0909858687 መገናኛ branch
📞 0913892969 ፒያሳ branch
📞0945441010 ፒያሳ branch
ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
✅ABAY MART : ቤተሰብ ለመሆን
✅ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
✅ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-08-29 11:53:15+00:00,photos\@abaymart_7307.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7306,"💥DUAL SPRAY HUMIDIFIER
➡️ኬብል ያለው ባለ 2 ውሀ አብናኝ ማቀዝቀዣ ማሽን!
➡️በምሽት ሰዓት ላይት ያለው  ዕይታን የሚስብ!
➡️በውስጡ ሽቶ አልያም ሌላ ጥሩ መዐዛን የሚሰጠንን ነገር በመጨመር ክፍሎችን የሚያውድ!
🔤Brand
Miaosen
🔤Colour
White and green
🔤size:223x162x140mm
🔤built-in air cooler, fan, humidifier and night light.

🔤It can be used as a fan without adding water, and the cooling function 
  🔴to switch between 1 hour/2 hours/3 hours as needed.
🔴2.5L capacity
🔴double head spray design
🔴3 Adjustable Wind Speeds & LED Lights
🔴easily switched between high, medium and low wind speeds 

🔴can be easily powered by socket or USB port, very suitable for bedrooms, children's rooms, offices, reading corners, RVs,..

⚡️ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!
አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻0980323232
🔻 0909858687 መገናኛ branch
🔻 0913892969 ፒያሳ branch
🔻0945441010 ፒያሳ branch

ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-08-29 11:41:12+00:00,photos\@abaymart_7306.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7305,,2024-08-29 03:56:30+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7304,"🚩🚩🚩  🚩🚩🚩🚩የማጣሪያ ቅናሽ



♦️👉 ቅናሽ የተደረገባቸውን እቃዎች ለማግኘት 👉👉
ዓባይ ቅናሽ Abay Sale                                                 
🚩🚩🚩🚩  🚩🚩🚩🚩


ደዉለዉ ይዘዙን ያሉበት ድረስ እናመጣለን 
                                                                                      አድራሻ:
ቁጥር 1:- መገናኛ  ሲቲ ሞል 3ኛ ፎቅ
ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
☎️ 0909858687
☎️ 0913892969 መገናኛbranch
☎️ 0980323232 ፒያሳ branch


ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-08-29 03:54:12+00:00,photos\@abaymart_7304.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7303,⚡️📞▶️🔻🙂🥲,2024-08-28 10:29:16+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7302,"💥AIR COMPRESSOR
🔤የመኪና ጎማ ንፋስ መስጫ!
➡️አጉል ቦታ ጎማዬ ንፋስ አለቀው ብሎ መጨነቅ ቀረ!
🔴Brand:Aachal enterprice
🔴noise level:92db
🔴Portable💯
🔴Tire inflation
🔴High quality
🔴easy to use

ይምጡና ይጎብኙን! ተደስተው ይመለሳሉ!

ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻0913892969 ፒያሳ branch
🔻 0945441010 ፒያሳ branch


ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-08-28 10:28:23+00:00,photos\@abaymart_7302.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7301,,2024-08-28 10:25:52+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7300,"💥DIGITAL LUGGAGE SCALE
Brand:MICRONE

🔴ዲጂታል የሻንጣ መመዘኛ
🔴ኤርፖርት ከመሄዶ በፊት ኪሎውን ቼክ 🔴አርገው ሚመዝኑበት
🔴እስከ 50kg የሚያሳይ
➡️ኪሎውን ወደ lbs መቀየርያ ያለው
➡️1x3v ሊትየም ባትሪ
➡️ኤል ኢዲ ላይት ያለው

➡️LCD display for easy viewing
Zero Tracking and Tare Function. Low Battery and Overload Indications.

🔤Unit Conversion: kg/lb.
With a grip handle for easy lifting, LCD display for easy viewing.

🔤Suitable for family using, shopping weighting, baggage weighting, fishing weighting etc

🔤Designed to be portable, lightweight and easy to use.
🔤1x Digital Luggage Scale(Battery Included)

አድራሻ:
✔️ቁጥር 1:- መገናኛ ከአደባባይ ወደ ደራርቱ ሲሄዱ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻0913892969 ፒያሳ branch
🔻 0945441010 ፒያሳ branch
⚡️ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-08-28 10:25:35+00:00,photos\@abaymart_7300.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7299,⚡️📞➡️💤😄😴😚,2024-08-28 04:34:52+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7298,"💥INTEX AIR MATTRESS
➡️በአየር የሚሞላ ፍራሽ!
Dimension:1.27mx193x24cm
🔤Material:
Polyvinyl Chloride (PVC)

🔤Make sure the area is flat
🔤Comfortable night: perfect and best for home use, overnight guests, family or friends as a temporary bed.
🔴Multi-layer soft top 

🔴pump that can be quickly inflated or deflated in about 4-5 minutes to achieve the required.

🔴High quality materials
easy to clean
🔴waterproof flocking material on the top of the air 

⚡️ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻0913892969 ፒያሳ branch
🔻 0945441010 ፒያሳ branch


ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-08-28 04:31:41+00:00,photos\@abaymart_7298.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7297,⚡️📞🔘🧱🛡⚙️,2024-08-27 10:08:20+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7296,"💥 HIGH POLYMER BUTYL RUBBER TAPE
➡️ አንደኛ ደረጃ የጎማ ላስትሮ
🔴 Water proof tape
🔴 5 ሜትር ይረዝማል
🔴 ማንኛውንም ነገር በከፍተኛ ደረጃ ያጣብቃል
🔴 የተቀደዱ/የተበሱ የፍሳሽ ፒቪሲ ቱቦዎችን የውሃ ታንከር ሮቶ፣ ባልዲ፣ በርሜል እና የቤት ቆርቆሮ/ዴክራ ጣራዎችን ይደፍናል
🔴 እስከ 120°c ድረስ ከፍተኛ ሙቀት እና እስከ -40°c ቅዝቃዜ ይቋቋማል
🔴አንዴ የተጠቀሙበት ለ 30 አመት ይቆያል

         ዋጋ:-800 ብር ብቻ!!!✔️
ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻0913892969 ፒያሳ branch
🔻 0945441010 ፒያሳ branch


ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-08-27 10:04:01+00:00,photos\@abaymart_7296.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7295,"💥Ruggas multifunctional wireless tube light

✔️30H length lightning
✔️5 type of lighting mode
✔️Flexible placed way
✔️Suitable for multiple place
🔴With micro USB
🔴340mmx39mm
🔴it have Magnet to hold

ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻0913892969 ፒያሳ branch
🔻 0945441010 ፒያሳ branch


ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-08-27 10:02:56+00:00,photos\@abaymart_7295.jpg
